Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features,Sumber,Jumlah Fitur
RGB_rgb,AdaBoost SVM,0.3949413770619759,0.3969769740335308,0.3949413770619759,0.379386147595063,0.39000478927203064,0.38286428341831547,0.39000478927203064,0.374095104427957,"R, G, B, r, g, b",Gabungan Fitur,6
RGB_rgb_HSV_R/Gratio_G/Bratio,AdaBoost SVM,0.3974079547293374,0.349676005037692,0.3974079547293374,0.32828680477536637,0.38863026819923374,0.3402137062493635,0.38863026819923374,0.3214062194761532,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V",Gabungan Fitur,11
RGB_R/Gratio_G/Bratio,AdaBoost SVM,0.39378260134974347,0.33583256419284263,0.39378260134974347,0.31607832970685934,0.38655651340996167,0.32721364044125223,0.38655651340996167,0.3111784092367056,"R, G, B, R/Gratio, G/Bratio",Gabungan Fitur,5
RGB_rgb_HSV_CLab_G/Bratio,AdaBoost SVM,0.3822185218500433,0.41502854326912325,0.3822185218500433,0.33079728448743184,0.3858620689655172,0.34302296369268853,0.3858620689655172,0.33350742126584537,"R, G, B, r, g, b, G/Bratio, H, S, V, cL, ca, cb",Gabungan Fitur,13
rgb_R/Gratio_G/Bratio,AdaBoost SVM,0.3950162173867519,0.33967316170223427,0.3950162173867519,0.3197131245188994,0.3837787356321839,0.32458593738453567,0.3837787356321839,0.31045709313450714,"r, g, b, R/Gratio, G/Bratio",Gabungan Fitur,5
rgb_HSV_R/Gratio,AdaBoost SVM,0.38622503736067093,0.392964284812576,0.38622503736067093,0.32013699442969135,0.3817432950191571,0.3558686137390953,0.3817432950191571,0.31463132926841275,"r, g, b, R/Gratio, H, S, V",Gabungan Fitur,7
RGB_rgb_CLab_R/Gratio_G/Bratio,AdaBoost SVM,0.3913941955319493,0.42700865337682553,0.3913941955319493,0.327106929978496,0.38168103448275864,0.359565159502942,0.38168103448275864,0.31850796032784634,"R, G, B, r, g, b, R/Gratio, G/Bratio, cL, ca, cb",Gabungan Fitur,11
RGB_HSV_R/Gratio,AdaBoost SVM,0.38599373435373174,0.39265746881087826,0.38599373435373174,0.3197177831053053,0.3810488505747126,0.35360384897433045,0.3810488505747126,0.31325802347729875,"R, G, B, R/Gratio, H, S, V",Gabungan Fitur,7
ADABOOST SVM_MUTUAL_INFO_n_features-3,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"G/Bratio, S, cL",Algoritma,3
ADABOOST SVM_SELECTKBEST_n_features-3,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, r, cL",Algoritma,3
ADABOOST SVM_PCA_n_components-3,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2",Algoritma,3
ADABOOST SVM_MUTUAL_INFO_n_features-4,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R/Gratio, G/Bratio, H, cL",Algoritma,4
ADABOOST SVM_SELECTKBEST_n_features-4,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, r, g, cL",Algoritma,4
ADABOOST SVM_PCA_n_components-4,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3",Algoritma,4
ADABOOST SVM_MUTUAL_INFO_n_features-5,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R/Gratio, G/Bratio, H, S, cL",Algoritma,5
ADABOOST SVM_SELECTKBEST_n_features-5,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, r, g, cL",Algoritma,5
ADABOOST SVM_PCA_n_components-5,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4",Algoritma,5
ADABOOST SVM_MUTUAL_INFO_n_features-6,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R/Gratio, G/Bratio, H, cL, ca, cb",Algoritma,6
ADABOOST SVM_SELECTKBEST_n_features-6,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, r, g, V, cL",Algoritma,6
ADABOOST SVM_PCA_n_components-6,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5",Algoritma,6
ADABOOST SVM_MUTUAL_INFO_n_features-7,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R/Gratio, G/Bratio, H, S, cL, ca, cb",Algoritma,7
ADABOOST SVM_SELECTKBEST_n_features-7,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, r, g, b, V, cL",Algoritma,7
ADABOOST SVM_VARIANCE_threshold-0.05,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, H, cL, ca, cb",Algoritma,7
ADABOOST SVM_PCA_n_components-7,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6",Algoritma,7
ADABOOST SVM_MUTUAL_INFO_n_features-8,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"g, R/Gratio, G/Bratio, H, S, cL, ca, cb",Algoritma,8
ADABOOST SVM_SELECTKBEST_n_features-8,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, V, cL",Algoritma,8
ADABOOST SVM_VARIANCE_threshold-0.01,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, G/Bratio, H, cL, ca, cb",Algoritma,8
ADABOOST SVM_VARIANCE_threshold-0.02,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, G/Bratio, H, cL, ca, cb",Algoritma,8
ADABOOST SVM_PCA_n_components-8,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7",Algoritma,8
ADABOOST SVM_MUTUAL_INFO_n_features-9,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, R/Gratio, G/Bratio, H, S, cL, ca, cb",Algoritma,9
ADABOOST SVM_SELECTKBEST_n_features-9,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, G/Bratio, V, cL",Algoritma,9
ADABOOST SVM_VARIANCE_threshold-0.005,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, G/Bratio, H, S, cL, ca, cb",Algoritma,9
ADABOOST SVM_PCA_n_components-9,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8",Algoritma,9
ADABOOST SVM_MUTUAL_INFO_n_features-10,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"G, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",Algoritma,10
ADABOOST SVM_SELECTKBEST_n_features-10,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, G/Bratio, S, V, cL",Algoritma,10
ADABOOST SVM_VARIANCE_threshold-0.001,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, b, G/Bratio, H, S, cL, ca, cb",Algoritma,10
ADABOOST SVM_PCA_n_components-10,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9",Algoritma,10
ADABOOST SVM_MUTUAL_INFO_n_features-11,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"G, r, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",Algoritma,11
ADABOOST SVM_SELECTKBEST_n_features-11,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, G/Bratio, S, V, cL, cb",Algoritma,11
ADABOOST SVM_PCA_n_components-11,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9, pca_component_10",Algoritma,11
ADABOOST SVM_MUTUAL_INFO_n_features-12,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, r, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",Algoritma,12
ADABOOST SVM_SELECTKBEST_n_features-12,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, R/Gratio, G/Bratio, S, V, cL, cb",Algoritma,12
ADABOOST SVM_PCA_n_components-12,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9, pca_component_10, pca_component_11",Algoritma,12
ADABOOST SVM_MUTUAL_INFO_n_features-13,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",Algoritma,13
ADABOOST SVM_SELECTKBEST_n_features-13,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, R/Gratio, G/Bratio, S, V, cL, ca, cb",Algoritma,13
ADABOOST SVM_PCA_n_components-13,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9, pca_component_10, pca_component_11, pca_component_12",Algoritma,13
Full,AdaBoost SVM,0.3866879408321197,0.37879890801981253,0.3866879408321197,0.3200687330637944,0.37757183908045977,0.35252577675370667,0.37757183908045977,0.31421903766766307,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",Gabungan Fitur,14
RGB_rgb_CLab_G/Bratio,AdaBoost SVM,0.3813707677736848,0.4540503644197587,0.3813707677736848,0.32237144680704205,0.3775287356321839,0.33380230086509827,0.3775287356321839,0.3173161348499665,"R, G, B, r, g, b, G/Bratio, cL, ca, cb",Gabungan Fitur,10
rgb_HSV_CLab_R/Gratio,AdaBoost SVM,0.382992030516767,0.3974367442706998,0.382992030516767,0.3134614772130426,0.37611590038314174,0.3654810642199553,0.37611590038314174,0.3104297494427799,"r, g, b, R/Gratio, H, S, V, cL, ca, cb",Gabungan Fitur,10
RGB_G/Bratio,AdaBoost SVM,0.37828809598598856,0.4428514009630587,0.37828809598598856,0.3098631064804838,0.3754214559386973,0.39143490177801726,0.3754214559386973,0.3098917604270556,"R, G, B, G/Bratio",Gabungan Fitur,4
rgb_G/Bratio,AdaBoost SVM,0.3772857829559192,0.3949587599651318,0.3772857829559192,0.310644000176331,0.37542145593869725,0.37956707386720395,0.37542145593869725,0.3130514146114619,"r, g, b, G/Bratio",Gabungan Fitur,4
rgb_CLab,AdaBoost SVM,0.37265924688502433,0.42365081561100004,0.37265924688502433,0.3177150387828867,0.37474137931034485,0.4228597064616042,0.37474137931034485,0.32368801787768087,"r, g, b, cL, ca, cb",Gabungan Fitur,6
RGB_CLab,AdaBoost SVM,0.3729676508942764,0.4374878775173193,0.3729676508942764,0.3188739315452743,0.3733524904214559,0.4272130379488484,0.3733524904214559,0.3214647771521867,"R, G, B, cL, ca, cb",Gabungan Fitur,6
RGB_rgb_HSV_R/Gratio,AdaBoost SVM,0.40064518547074446,0.4758589873214289,0.40064518547074446,0.34790813222753153,0.37266762452107277,0.334377245247402,0.37266762452107277,0.31924161451228494,"R, G, B, r, g, b, R/Gratio, H, S, V",Gabungan Fitur,10
RGB_HSV_CLab_R/Gratio,AdaBoost SVM,0.3812958084658804,0.3999516835732154,0.3812958084658804,0.31476058882967145,0.37264367816091953,0.36566033005272536,0.37264367816091953,0.3089499433790893,"R, G, B, R/Gratio, H, S, V, cL, ca, cb",Gabungan Fitur,10
RGB_rgb_G/Bratio,AdaBoost SVM,0.3734266874173068,0.4337013489193164,0.3734266874173068,0.3140325745242733,0.3705986590038314,0.3971678421383348,0.3705986590038314,0.3127108273001294,"R, G, B, r, g, b, G/Bratio",Gabungan Fitur,7
rgb_HSV_CLab_R/Gratio_G/Bratio,AdaBoost SVM,0.3717323690948723,0.3662435059179799,0.3717323690948723,0.3125985272646504,0.36989463601532563,0.3410275143697043,0.36989463601532563,0.3113038983149808,"r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",Gabungan Fitur,11
RGB_HSV,AdaBoost SVM,0.3787496906441265,0.40790025171379724,0.3787496906441265,0.31315997157373393,0.3692001915708812,0.35596590769380454,0.3692001915708812,0.3019883855419191,"R, G, B, H, S, V",Gabungan Fitur,6
RGB_HSV_CLab_G/Bratio,AdaBoost SVM,0.37165639843132775,0.39402901890010966,0.37165639843132775,0.3151406196545451,0.3684865900383142,0.4115229721488024,0.3684865900383142,0.31810296581717956,"R, G, B, G/Bratio, H, S, V, cL, ca, cb",Gabungan Fitur,10
rgb_HSV_CLab_G/Bratio,AdaBoost SVM,0.3715792974290147,0.39399098715871467,0.3715792974290147,0.3150885655029027,0.3684865900383142,0.4115229721488024,0.3684865900383142,0.31810296581717956,"r, g, b, G/Bratio, H, S, V, cL, ca, cb",Gabungan Fitur,10
RGB_HSV_CLab_R/Gratio_G/Bratio,AdaBoost SVM,0.373428591145759,0.381320521478755,0.373428591145759,0.3175203905689205,0.36781130268199236,0.35934145011627605,0.36781130268199236,0.3140534732237053,"R, G, B, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",Gabungan Fitur,11
RGB_CLab_R/Gratio_G/Bratio,AdaBoost SVM,0.3598578033829255,0.3257437461035523,0.3598578033829255,0.2873494547962606,0.36574233716475096,0.3226281231315128,0.36574233716475096,0.29296306723133947,"R, G, B, R/Gratio, G/Bratio, cL, ca, cb",Gabungan Fitur,8
rgb_HSV,AdaBoost SVM,0.3768221655863008,0.4066157386347792,0.3768221655863008,0.3094842873613185,0.3657279693486589,0.34656456787351353,0.3657279693486589,0.2951776593279673,"r, g, b, H, S, V",Gabungan Fitur,6
RGB_CLab_G/Bratio,AdaBoost SVM,0.36564103296305817,0.39188736417416126,0.36564103296305817,0.29898031848402873,0.364367816091954,0.3551273904171227,0.364367816091954,0.2934345453876245,"R, G, B, G/Bratio, cL, ca, cb",Gabungan Fitur,7
HSV,AdaBoost SVM,0.35453777473181225,0.35054069107968433,0.35453777473181225,0.2878342385994093,0.3643390804597701,0.3250053652473489,0.3643390804597701,0.29462846120955605,"H, S, V",Gabungan Fitur,3
rgb_CLab_R/Gratio_G/Bratio,AdaBoost SVM,0.35631115727652607,0.3477343122443399,0.35631115727652607,0.2817685419214636,0.3629645593869732,0.31118505530810203,0.3629645593869732,0.29007256839542095,"r, g, b, R/Gratio, G/Bratio, cL, ca, cb",Gabungan Fitur,8
rgb_CLab_G/Bratio,AdaBoost SVM,0.36340510389598024,0.39381973028063666,0.36340510389598024,0.30045103424324127,0.3553400383141762,0.3663994957482889,0.3553400383141762,0.290352547530104,"r, g, b, G/Bratio, cL, ca, cb",Gabungan Fitur,7
RGB_rgb_HSV,AdaBoost SVM,0.357850619187679,0.36723782637494784,0.357850619187679,0.3003931396023352,0.3546503831417625,0.28029146261770244,0.3546503831417625,0.2936681674232279,"R, G, B, r, g, b, H, S, V",Gabungan Fitur,9
rgb_HSV_R/Gratio_G/Bratio,AdaBoost SVM,0.35654418553737494,0.37160402325514763,0.35654418553737494,0.2885784550016899,0.3539032567049808,0.3406377273427213,0.3539032567049808,0.28822066322599826,"r, g, b, R/Gratio, G/Bratio, H, S, V",Gabungan Fitur,8
RGB_rgb_HSV_G/Bratio,AdaBoost SVM,0.3707299370817747,0.35859766961181094,0.3707299370817747,0.3072400193507063,0.35181992337164747,0.33025647343860876,0.35181992337164747,0.29261120272320057,"R, G, B, r, g, b, G/Bratio, H, S, V",Gabungan Fitur,10
HSV_R/Gratio,AdaBoost SVM,0.34567151641489857,0.3946260170469079,0.34567151641489857,0.2592251349051284,0.34421455938697315,0.2907382880657181,0.34421455938697315,0.256767000407159,"R/Gratio, H, S, V",Gabungan Fitur,4
RGB_HSV_R/Gratio_G/Bratio,AdaBoost SVM,0.34975929733382827,0.3692899367715508,0.34975929733382827,0.2719182678368962,0.3427921455938697,0.31810874160837177,0.3427921455938697,0.26658610840235064,"R, G, B, R/Gratio, G/Bratio, H, S, V",Gabungan Fitur,8
HSV_G/Bratio,AdaBoost SVM,0.3304028408387828,0.3847250264602485,0.3304028408387828,0.25550399358695897,0.3324425287356322,0.34425042284389396,0.3324425287356322,0.25695255106466486,"G/Bratio, H, S, V",Gabungan Fitur,4
HSV_R/Gratio_G/Bratio,AdaBoost SVM,0.31497913037684305,0.419676041045787,0.314979130376843,0.24276431263917528,0.32202586206896555,0.4301839759769971,0.32202586206896555,0.2526719168658259,"R/Gratio, G/Bratio, H, S, V",Gabungan Fitur,5
G/Bratio,AdaBoost SVM,0.32485073579104673,0.3478490191673503,0.32485073579104673,0.2737441992624708,0.32202107279693476,0.3264832925144737,0.32202107279693476,0.27253483030619646,G/Bratio,Gabungan Fitur,1
HSV_CLab,AdaBoost SVM,0.3271638848434659,0.3747482765391412,0.3271638848434659,0.2648198115954538,0.3206465517241379,0.3095614856461023,0.3206465517241379,0.25939694192320045,"H, S, V, cL, ca, cb",Gabungan Fitur,6
CLab,AdaBoost SVM,0.32940320492684927,0.41978802218449623,0.32940320492684927,0.2506192163321135,0.31713122605363986,0.3571243967907965,0.31713122605363986,0.2368372475875614,"cL, ca, cb",Gabungan Fitur,3
CLab_G/Bratio,AdaBoost SVM,0.312897284331363,0.4503141831064784,0.312897284331363,0.24261303024019343,0.31161398467432955,0.41814995087691365,0.31161398467432955,0.23952865660917108,"G/Bratio, cL, ca, cb",Gabungan Fitur,4
R/Gratio_G/Bratio,AdaBoost SVM,0.30942988092178536,0.3080255117934576,0.30942988092178536,0.2524407520247286,0.3116044061302682,0.31552292392221326,0.3116044061302682,0.2545474317438604,"R/Gratio, G/Bratio",Gabungan Fitur,2
HSV_CLab_G/Bratio,AdaBoost SVM,0.30510966665714806,0.30419528320431083,0.30510966665714806,0.22916107691735962,0.30885536398467434,0.27369340998828495,0.30885536398467434,0.23328127279048466,"G/Bratio, H, S, V, cL, ca, cb",Gabungan Fitur,7
HSV_CLab_R/Gratio_G/Bratio,AdaBoost SVM,0.3183730617664696,0.4317315946681112,0.3183730617664696,0.2555347746027576,0.30602969348659004,0.4233287978496996,0.30602969348659004,0.24535767645408169,"R/Gratio, G/Bratio, H, S, V, cL, ca, cb",Gabungan Fitur,8
HSV_CLab_R/Gratio,AdaBoost SVM,0.3122073612419925,0.3690707374262496,0.3122073612419925,0.24051235333313378,0.3032806513409962,0.3610927346062277,0.3032806513409962,0.2362124033720813,"R/Gratio, H, S, V, cL, ca, cb",Gabungan Fitur,7
CLab_R/Gratio,AdaBoost SVM,0.3066578738208782,0.38022174402663567,0.3066578738208782,0.22985285147116824,0.29561781609195403,0.3065006993988428,0.29561781609195403,0.21945575476544837,"R/Gratio, cL, ca, cb",Gabungan Fitur,4
CLab_R/Gratio_G/Bratio,AdaBoost SVM,0.2994885514530207,0.42132131237273684,0.2994885514530207,0.22072247812075535,0.28932950191570883,0.2733222987416574,0.28932950191570883,0.2054603930951461,"R/Gratio, G/Bratio, cL, ca, cb",Gabungan Fitur,5
R/Gratio,AdaBoost SVM,0.2955493803363888,0.20447926363906252,0.2955493803363888,0.2113904080956439,0.28522988505747127,0.1712236795518497,0.28522988505747127,0.1982547209932966,R/Gratio,Gabungan Fitur,1
